question_id,type,year,course,unit_after,topic_after,lesson_after,stem_status,choice_status,answer_status,math_status,katex_status,media_status,mapping_status,review_required,notes
APCALC-LEGACY-BC-MCQ-1985-002,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-003,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-004,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-005,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-006,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-007,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-008,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-009,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-010,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-011,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-012,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-013,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-014,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-015,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-016,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-017,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-018,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-019,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-020,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-021,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-022,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-023,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-024,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-025,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-026,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-027,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-028,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-029,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-030,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-031,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-032,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-033,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-034,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-035,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-036,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-037,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-038,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-039,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-040,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-041,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-042,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-043,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-044,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1985-045,mcq,1985,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-001,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-002,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-003,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-004,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-005,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-006,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-007,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-008,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-009,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-010,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-011,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-012,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-013,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-014,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-015,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-016,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-017,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-018,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-019,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-020,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-021,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-022,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-023,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-024,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-025,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-026,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-027,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-028,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-029,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-030,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-031,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-032,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-033,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-034,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-035,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-036,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-037,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-038,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-039,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-040,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-041,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-042,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-043,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-044,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1988-045,mcq,1988,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1993-001,mcq,1993,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1993-002,mcq,1993,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1993-003,mcq,1993,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1993-004,mcq,1993,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1993-005,mcq,1993,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1993-006,mcq,1993,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1993-007,mcq,1993,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1993-008,mcq,1993,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1993-009,mcq,1993,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1993-010,mcq,1993,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1993-011,mcq,1993,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1993-012,mcq,1993,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1993-013,mcq,1993,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1993-014,mcq,1993,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1993-015,mcq,1993,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
APCALC-LEGACY-BC-MCQ-1993-016,mcq,1993,AP Calculus BC,,,,incomplete,incomplete,uncertain,blocked,syntax_checked_not_source_verified,not_required,uncertain,True,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification."
